payer,receiver,amount
150162,214158,33668.15
511372,1250575,80990.76
111123,22264,28453.24
230689,1121361,30407.62
94622,83308,44967.48
150459,34739,23868.72
71382,75455,39944.2
190349,1094562,87329.1
339289,1017804,44095.21
129270,29879,57076.43
623864,250136,50500.85
242115,1415694,27752.21
73187,283319,38337.96
22882,327250,39348.19
209375,288866,23857.52
667125,607856,58208.54
187599,117081,89277.03
83103,23077,66521.31
565811,1108742,37118.66
84633,263153,27025.07
727029,1232045,32569.33
248095,477746,51404.23
268631,185496,83559.26
69885,175635,75825.59
156306,1549349,79876.72
57120,1130230,73174.29
185504,1022266,32903.42
1080069,458777,42990.19
201802,243796,31404.99
23305,110284,38566.32
667125,961735,75560.65
180440,211909,32668.1
566079,72782,33379.27
226764,987959,71032.27
41100,142943,81783.83
6025,1454463,32414.53
230689,1194130,29814.21
204011,1350484,23981.24
77137,987959,55903
85,511574,31470.92
63724,1201573,103020.44
170513,1454451,32174.77
106972,1362463,33882.61
10606,1404553,57573.82
668954,104033,32339.43
108194,93222,86262.51
224320,1214395,31776.36
236488,968394,30561.71
450796,952604,22951.08
49643,958584,29351.6
937210,946353,30001.4
231634,1201589,23521.81
381223,34739,31111.95
1375,242886,25729.97
212494,32553,79280.23
548854,977221,33071.72
187121,1311633,63312.3
39245,1246375,38347.14
35904,1234089,26865.63
213468,976959,49507.81
203744,262261,38190.11
36789,1124118,43133.76
181397,1030376,22554.31
2785,977811,65418.71
600275,181872,37049.48
395580,83820,37420.46
77238,67565,34435.07
504964,1423569,54657.77
939677,192295,58376.14
321373,1431270,35296.6
162591,799974,87048.98
136840,473781,53778.57
181972,546611,57159.52
232555,1222018,38081.44
230891,909992,26817.97
1184996,1161039,58365.67
1125122,185223,28193.23
212903,1364205,28586.67
312883,17749,30650.11
64412,159075,30744.97
95358,265917,29645.55
107450,801732,29414.75
160856,365479,67598.02
250726,109617,52012.52
82005,1463045,36080.06
13251,194248,29935.21
757212,42310,35228.3
128919,1054081,60472.03
29318,1395568,40237.28
35112,1114375,29007.27
165987,1462888,31322.44
200610,947038,34150.23
1343866,792942,81733.03
64035,957791,56076.29
51148,87528,57745.07
200610,992634,29362.17
1097364,166981,33891
172760,1274988,55318.68
42008,1047234,58420.42
355043,1549349,32738.58
229410,946889,34740.4
57357,1047128,24991.49
203197,915222,33190.48
51148,107156,110309.37
168777,192454,35418.18
26051,278807,33728.52
32324,124757,85785.95
98664,86008,50335.63
185692,1157883,34224.5
255292,194566,25276.92
88189,1022266,34564.77
26575,1327047,35374.89
102736,36693,25858.48
82580,1091116,39896.11
220436,972958,29863.49
890153,1088084,66587.51
8369,87528,33804.71
246641,128580,31462.85
303694,992598,75916.39
142149,1332390,31393.55
6972,695991,24689.45
173590,1180641,24690
108258,1185616,36925.93
8615,34739,54176.46
13251,122755,29931.86
55939,1114961,77316.92
126125,1142864,35560.68
75010,133385,90605.54
223733,118137,30315.59
235578,962390,26460.18
945023,224086,89349.04
225928,72782,53090.78
171146,174912,27861.49
196428,94622,28005.06
1554094,365479,53733.2
236326,1204158,102854.58
1095218,227055,43029.56
296781,1369007,68554.08
37187,141346,25393.86
565811,213421,30043.44
159075,1034824,33467.79
148120,119672,32367.3
175087,737060,32784.78
112912,1038294,26721.77
214397,963718,83585.35
39896,1055047,40344.66
67633,1261971,96886.63
182959,241962,29263.12
162591,196831,77783.73
187290,105665,27690.03
219542,1299952,33736.82
207532,1532425,88515.82
207532,1317298,36057.55
171845,553899,27854.87
218881,1046867,94551.77
303267,9465,94465.6
108732,1274880,31100.98
178345,33763,48164.02
231691,1501970,33772.21
834483,139419,85266.38
188443,1019015,92527.83
644582,1177855,74997.86
53280,1147056,22210.68
220392,165176,35723.71
308861,150061,34328.47
810349,946193,33760.47
146171,1334389,68416.08
241143,1062263,72224.8
36275,51517,64613.09
84386,125408,23271.58
212333,43469,61927.01
231108,1058756,62383.31
477317,262051,33296.01
57487,71279,24853.3
66814,1009876,29249.87
18814,1311633,26010.55
91791,52229,39981.84
53926,171559,63257.8
143088,224812,35466.03
211740,1315505,25358.7
3537,645214,27796.44
226764,137034,94984.01
200324,344880,24663.61
38601,1248574,25012.59
110917,1222140,31639.22
69076,1163656,31574.2
1555955,231432,56798.32
172237,1053948,30497.5
212903,93222,32648.31
565811,1157456,35698.33
175087,1576801,28519.72
1102819,76806,38773.33
133383,1034591,53157.1
91791,946071,67927.49
654971,1070190,69586.85
80204,1111661,56651.92
148167,231432,80717.01
34739,1217191,30012.04
136670,219548,28946.77
200064,206541,41420.1
15046,246607,26397.68
247766,1301909,28681.66
194473,972702,107490.95
64972,290390,29469.01
159348,1365530,35429.84
167858,1180675,85893.27
112136,177250,71853.63
186652,20302,31903.6
93754,504558,26269.18
155589,1166280,34916.57
155031,118137,45159.26
95886,3224,98406.93
90550,1022431,36815.32
234687,413097,91752
167464,1270813,33573.04
253756,364238,30797.87
195723,1091850,64387.97
138857,1065737,36845.61
42553,1014321,34693.99
4424,1081260,100592.25
43589,1055047,28981.26
109257,196323,96650.45
16573,17749,31641.09
40136,1121598,19005.59
250726,1047128,31376.57
540803,1350484,29929.45
380985,947459,33831.63
134007,1373678,32893.95
38681,1369007,22430.42
174261,1043274,57657.32
57120,262051,33617.85
191267,1158386,30207.72
200229,1217191,30247.18
111000,987512,68718.38
61062,588871,31272.49
219066,812627,33200.19
260340,1054010,33385.34
223733,93236,24044.84
167858,235015,32239.84
186652,1234412,30329.25
193763,1498894,44308.2
164835,1190940,32126.05
222473,976959,46108.6
170331,957355,91657.02
140734,268461,80082.31
213171,190230,26351.9
197771,1017751,34334.34
36298,952122,20791.23
127006,159075,27198.98
36883,152625,51959.68
156306,1084612,32251.75
404839,240874,57538.61
116417,80849,40639.42
757189,478178,33365.39
282700,6968,35028.6
658851,1506046,36320.64
155973,1127925,75586.28
213392,812627,28600.62
51739,185656,60317.82
234687,212441,52250.32
42553,145290,71140.17
501489,245033,69581.03
242317,3355,59450.1
220054,252060,33833.41
77238,174139,85878.18
54143,1069731,34626.18
231691,1201737,50893.26
165651,232429,35178.15
404839,1199152,62007.63
38681,991929,75239.58
32045,255177,28154.71
200218,661259,35891.44
83635,1105064,31955.62
533661,46419,34433.18
26575,8585,73726.38
296201,528970,33394.52
236887,1073817,28901.35
186046,168401,30371.08
302937,1576801,64764.08
129510,946889,25806.86
3453,373201,26008.91
32045,281225,26323.35
23955,180766,61851.48
162589,1185616,31288.27
77137,1463045,31021.59
635757,306142,38409.24
224320,1319338,67592.43
296779,1305787,30790.78
283717,958475,36540.45
665361,246607,33632.15
470355,1273137,35364.39
233112,1177706,32876.32
22354,49889,88906.14
212494,204553,27174.46
111000,991988,31252.88
18814,1104881,78962.34
250949,1076743,69176.52
178646,71443,27025.29
32324,1018301,32410.03
200713,1330796,24722.91
511628,38069,25339.78
470148,466190,68010.69
126974,1241556,23719.62
95207,1436708,33338.67
395006,405751,83026.36
203645,1506046,33867.4
678827,1201425,24801.45
404739,5505,30979.03
159348,220054,32360.07
92967,982497,33667.53
110170,1229580,35628.41
112912,290159,30754.76
236206,250136,24313.59
466551,198657,35651.69
150572,1026006,81571.43
665361,1169247,33553.38
151828,1014070,22744.11
1058957,1066440,35507.5
135358,967853,28063.28
100073,1498894,30314.69
775645,1043241,54081.47
71382,372479,27206.83
216771,552063,31742.24
651021,1472602,33594.02
171845,202742,57355.97
801840,729689,43279.81
50038,1057860,32125.89
13380,1118421,28164.94
186992,91978,35756.57
296779,704311,26349.65
67633,1201732,25262.64
45362,74044,31997.9
202565,1270987,29426.23
527705,1294265,31501.37
81083,1191234,35965.22
213171,13251,30613.04
23140,227195,27776.7
135651,957442,83912.88
38601,1000303,49065.43
435189,1019015,25031.47
635757,76806,37143.59
605101,619526,43366.33
28413,539620,29351.84
470133,192080,32013.71
605101,125389,40623.8
236353,549712,79501.65
168383,688856,84606.68
11461,1163656,35937.57
260344,478178,59582.64
164748,944722,76529.24
45457,532691,30433.48
5846,175199,24141.02
109391,272233,56417.2
326908,1454451,84578.79
189199,1158067,94788.54
282751,250726,80799.81
189531,1070217,32237.32
224692,505202,42353.17
706938,506484,28156.76
268857,1140111,103381.07
89947,1001330,61288.18
238100,946879,29163.09
156795,99825,31317.72
302780,1081134,96780.96
250879,1360611,25222.88
1191209,961757,30792.97
212199,1076607,62550.42
15046,199926,32069.08
179408,447248,32831.45
18814,289944,64945.41
3014,54873,70061.75
172289,1454451,98835.75
12915,1266439,31637.38
937210,203148,26243.66
167440,613136,87827.11
124436,187121,37711.11
1065713,1026985,66747.2
47727,1177859,43087.21
3453,372479,34335.87
810349,1148624,35465.68
688692,1362463,56207.13
185599,355801,34788
32133,530938,33984.34
29199,1490485,87256.35
47164,148167,31781.9
1080069,1440514,80086.47
296386,952230,39191.26
381223,1047398,36443.43
29645,1058530,32057.65
81919,212441,36721.35
155742,59453,34081.04
235412,1026108,28744.88
49643,9419,72617.43
268857,212760,30275.72
99906,44525,28715.73
259304,214297,38707.94
283492,178907,32007.09
174941,16541,83308
492226,45088,72594.59
260340,1042246,82986.82
207471,370639,89395.78
268347,213421,31212.54
187121,185656,55072.02
236206,91572,41364.12
18936,1047528,31467.36
283492,87540,37359.21
883082,1370493,34017.7
198006,1022431,55731.36
21430,249684,84714.37
239676,1325178,37759.02
8230,83635,35735.62
41100,184826,26352.67
7403,458777,32461.69
1065713,163622,49545.06
247162,1355535,28688.12
454936,220054,28738.32
98664,306142,33844.87
117290,88364,30294.73
1080069,1217191,94340.11
240892,1148496,37701.36
260431,165044,26434.88
355043,460680,29680.49
255590,1047528,55299.29
24531,1014217,78136.05
511375,958039,28086.63
237052,477746,28033.76
160198,376087,26364.29
226764,1410271,33621.23
80097,991988,43307.66
1102819,1148624,26489.21
302780,23064,27918.98
236887,28473,22766.17
61878,261732,56876.03
246641,1148624,90617.47
7274,1026006,71724.1
303694,118074,68963.83
164811,1094599,20886.37
139278,148167,71135.84
72670,1115282,25838.37
59834,1077408,67945.82
195306,119672,32638.73
801840,1491484,97048.97
115887,952503,35090.94
115501,1386457,28398.52
154906,1101505,33216.54
5775,290571,35531.63
259609,812627,52634.82
225368,1276854,24278.58
795583,1054886,26605.19
32510,181041,27017.37
29628,1227194,28714.47
49588,67565,68116.96
171101,1077280,30525.65
885805,55285,68543.02
260336,34425,20970.79
59717,278940,37073.66
103449,234402,26217.65
144955,1034965,36291.94
143863,1326806,32932.25
14293,228811,46609.92
59834,1073983,55258.23
200480,999382,28031.04
609603,248741,33268.67
413373,1104547,67186.04
1553354,957803,100552.21
189783,1243344,66979.05
40852,1364205,30828.75
247291,1140122,23737.8
228393,967003,47849.47
35904,155415,23361.32
881285,1289712,94159.58
236353,54873,126229.2
6277,821072,29213.78
169404,1014142,72757.59
539853,661946,53822.59
207471,1207404,33417.06
395855,1152113,21023.7
96125,34739,27495.72
654971,1000618,30094.03
677291,951602,79921.02
35048,1236301,84117.12
182357,1440514,28550.06
98664,1018305,80221.48
536868,1161183,72240.78
3537,1094562,84209.57
124442,119352,27671.93
349738,1069669,40960.57
12541,102117,104961.49
268482,276415,29146
804266,997089,28465.37
40385,265917,65826.76
268857,951602,31948.87
600275,236818,22582.18
261326,973091,76225.6
179212,220121,57748.41
99906,75455,48920.21
61507,6126,29050.01
381223,229056,67931.67
230820,300205,70829.88
640057,1030981,65121
41410,188175,78470.33
149310,175199,34274.78
201802,185585,75029.56
376510,306855,33752.05
82034,946830,46951.67
107975,1207374,92164.28
172845,982672,31777.07
243068,1367172,36828.18
170254,941594,73864.87
308898,286589,69933.73
200229,76305,28770.09
749248,145290,27238.76
66679,1111653,28766.17
14442,1317274,62076.13
126161,690681,28505.24
229317,1066528,35057.66
140298,1027361,44334.43
246641,47672,28724.74
158061,1108742,96191.95
727029,1175075,37004.06
208047,1066440,91333.99
82034,75399,99031.3
152876,1221717,45989.62
49070,1360611,29391.32
180440,203148,24464.43
302935,1222018,81119.6
162591,458777,38028.75
438916,967161,40081.34
159075,1304231,52922.95
5775,145098,51992.51
88217,1118378,56921.46
6380,252770,29110.19
234493,1053957,34205.72
684884,46456,61155.38
84893,315248,32887.77
261326,232710,33114.79
41135,1077227,99869.76
42688,1081134,36241.95
198274,90550,34782.84
757212,988084,24799.94
834375,253012,103612.38
64178,53791,43869.18
404714,49558,78453.88
64957,1593446,24725.12
899910,1136469,36169.36
161670,1066440,33370.5
19269,1324946,25645.97
219041,1178111,42438.24
765718,91247,33831.3
92967,133391,27755.79
10516,188175,49746.88
355043,182333,62678.36
82969,158329,20025.63
141846,511574,91510.78
200742,39881,59111.99
360360,154765,27035.11
145146,237360,25916.67
360360,106147,29939.28
94876,962025,29861.44
219353,39881,29505.4
203744,1343214,44630.75
216771,987959,33815.86
253897,18753,33885.22
43386,1081210,30493.76
644582,1410271,28916.14
150162,161704,33926.44
207532,218822,32763.21
49438,977180,30044.11
49438,14554,26057.98
148167,1263799,30152.29
38017,1330720,31784.87
164308,265980,23006.44
223677,349275,28314.78
150459,1039614,24353.44
19052,18928,35979.22
1343866,246607,48499.85
302954,1201425,25600.69
232555,1066528,31770.3
61062,214663,29568.68
142065,1277367,30811.89
156306,962413,24352.57
929307,1081210,76145.48
484860,1151694,33277.46
395342,107701,31502.25
366079,1018301,49336.79
6025,560350,92979.33
110173,262051,34066.28
156306,121883,30468.53
214867,1177859,25036.54
13421,1163343,85871.54
79826,1088139,25381.72
155973,1509176,33846.54
59717,952394,30284.56
6277,1201425,52721.12
35122,236441,97084.3
13380,1019011,29454.58
67927,83308,66061.26
250726,1326806,28265.83
44605,93236,32136.12
38601,35615,32492.07
136196,36514,27410.89
64178,1360816,51709.76
182001,1026341,65261.28
250022,946069,34960.31
202742,232331,29994.87
233112,1043274,30053.56
276485,46773,37883.68
148130,1115282,29158.49
639747,1369007,67239.52
107418,90550,32063.67
116334,1268404,26277.89
132200,101891,48246.74
385538,192320,31453.78
45272,967161,79080.7
87859,12602,95367.91
260187,154010,32100.94
260431,256322,68143.84
151154,473781,55911.72
565894,1157954,65026.49
219353,1303802,22967.69
201802,305787,46911.37
207471,1201589,30100.11
462665,44761,48184.96
188893,307363,26044.6
6972,18928,31627.54
153805,972702,82942.65
150885,1332423,34167.6
3453,177250,23157.22
1036985,172591,38639.59
211650,1062769,33342.95
211740,54873,34459.53
1343866,1337825,81008.71
39609,1047128,26913.84
29278,1400179,90165.69
308889,104033,24456.58
77219,842461,28962.9
221899,118074,84778.82
46773,978398,59336.68
203064,199224,69869.95
32133,410139,29423.38
43825,210938,80987.85
35904,968538,37990.56
260340,1423569,29178.79
79826,1163343,25318.83
143863,1054010,118368.8
190349,178827,30102.32
117258,1105539,66506.99
142149,800713,34384.79
12259,1030696,29779.76
193655,148026,87935.44
8943,1353726,89422.33
194017,166010,26718.24
155742,713973,75072.13
178013,1263896,29335.33
222473,122524,32733.69
212199,124757,25301.78
124488,462730,31232.39
108194,1285494,85269.92
321334,979227,23853.88
303267,1084260,37790.22
231270,1139794,98005.33
122876,972815,30988.66
82759,244972,28036.35
121250,963584,29523.78
321613,236488,27306.04
